Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DWDP,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
2015-05-08,125.26,78.43,141.49,86.43,28.805,107.57,109.26,50.64,197.39,110.04,170.99,32.245,99.66,64.5,40.7,96.78,158.61,60.3,46.7,50.725,33.58,80.2,102.58,114.76,116.04,66.58,49.73,84.23,78.03,87.6
2015-05-11,127.62,78.98,145.46,87.31,29.23,108.65,110.11,51.85,200.5,112.47,172.68,32.8,101.47,65.49,40.98,98.23,160.6,60.74,47.75,51.22,34.02,80.96,103.73,115.68,118.43,69.47,50.14,85.02,78.53,88.99
2015-05-12,126.32,79.7,145.89,88.77,29.21,107.36,108.6,51.9,201.73,111.9,171.12,32.69,101.03,65.45,40.94,97.51,159.9,60.0,47.37,51.395,33.96,80.27,102.22,114.77,117.7,69.02,49.8,84.25,78.1,86.78
2015-05-13,125.865,79.08,145.43,88.16,29.23,107.56,109.24,50.95,200.53,112.52,170.55,32.25,100.47,65.36,40.69,97.95,160.07,59.44,47.35,51.185,33.78,79.95,101.67,114.64,117.36,68.69,49.62,84.18,78.96,87.02
2015-05-14,126.01,79.86,145.62,88.44,29.35,107.7,109.19,50.73,201.43,111.19,172.28,32.64,100.55,65.52,41.05,97.35,161.31,59.18,47.625,51.08,33.53,79.7,101.97,115.86,117.37,68.65,49.73,84.07,78.16,86.56
2015-05-15,128.95,80.75,147.96,88.74,29.05,108.45,109.93,51.24,202.62,111.94,174.05,32.97,101.83,66.05,41.5,97.71,163.15,59.78,48.72,51.72,33.94,80.57,102.75,118.53,119.14,70.0,49.97,85.35,78.72,86.97
2015-05-18,128.77,80.22,146.88,88.43,29.55,108.03,110.3,51.51,202.97,113.35,173.26,32.99,102.3,65.88,41.52,98.04,163.3,60.23,48.295,52.49,33.99,81.05,102.68,119.33,118.49,69.57,49.79,86.47,79.24,87.35
2015-05-19,130.19,80.17,146.71,88.29,29.76,106.65,110.33,51.0,204.66,114.33,173.06,33.41,103.42,66.42,41.32,98.02,162.87,60.01,48.01,52.375,33.98,80.74,103.17,119.8,118.51,70.0,49.6,86.36,79.92,86.85
2015-05-20,130.07,81.36,147.05,87.24,29.735,105.02,110.56,50.73,205.4,112.34,173.48,33.15,103.96,67.01,41.31,100.68,163.12,60.52,47.58,52.32,34.21,80.83,103.66,120.55,119.07,70.16,49.55,85.84,76.43,86.99
2015-05-21,130.06,80.96,146.42,87.93,29.62,105.25,110.2,51.04,205.08,112.1,173.76,33.37,103.6,66.48,41.35,100.11,161.9,60.46,47.58,52.305,34.3,80.48,103.7,121.24,118.87,69.78,49.69,84.89,75.9,87.13
2015-05-22,131.39,80.76,147.35,89.33,29.43,105.49,110.39,51.38,204.95,112.01,173.34,33.55,102.42,66.65,41.23,99.28,162.06,60.1,47.42,52.2,34.36,80.41,103.09,120.46,119.12,69.37,49.9,87.14,76.11,87.21
2015-05-26,132.54,81.25,144.81,88.63,29.26,104.89,110.26,51.29,207.8,112.16,172.22,33.45,101.35,66.47,41.21,98.99,160.98,59.38,46.9,52.215,34.28,79.95,102.73,119.59,118.62,69.62,49.61,86.45,75.86,86.52
2015-05-27,129.62,80.19,142.8,87.84,28.95,103.29,109.44,50.62,206.38,110.93,170.13,33.105,100.82,65.73,40.99,98.46,159.59,58.97,46.59,51.71,34.11,79.14,101.6,118.24,116.87,68.54,49.42,85.55,74.9,85.35
2015-05-28,132.045,80.11,143.0,87.92,29.31,103.11,110.37,51.2,209.06,112.16,172.0,33.71,101.13,66.47,41.12,98.66,161.02,59.46,47.61,51.42,34.3,79.39,102.34,119.45,117.64,69.49,49.57,86.18,75.19,85.11
2015-05-29,131.78,80.09,142.33,86.01,29.35,103.24,110.53,51.57,208.48,112.19,171.71,34.01,101.15,66.2,41.14,96.48,160.87,59.7,47.45,51.15,34.44,79.33,102.15,119.62,117.69,69.56,49.54,86.05,74.84,85.11
2015-06-01,130.28,79.72,140.52,85.32,29.31,103.0,110.37,52.07,206.19,111.42,169.65,34.46,100.14,65.78,40.96,95.93,159.08,60.89,46.86,50.835,34.75,78.39,101.12,120.21,117.17,68.68,49.44,85.84,74.27,85.2
2015-06-02,130.535,79.47,141.25,85.53,29.18,102.63,110.96,52.26,207.81,111.67,170.18,33.905,100.04,66.08,40.94,96.22,158.98,60.75,47.23,50.88,34.56,78.85,101.01,119.86,117.0,69.11,49.22,85.98,74.73,85.13
2015-06-03,129.96,79.99,143.25,86.17,29.08,102.58,110.75,52.65,206.43,111.59,169.65,33.27,99.98,66.02,40.99,96.29,159.08,60.24,46.92,51.055,34.49,78.54,100.33,117.75,117.34,69.04,49.14,86.33,74.53,85.14
2015-06-04,130.12,80.6,143.81,86.23,29.09,102.17,111.17,53.01,208.29,113.16,169.92,32.73,100.09,66.7,40.87,96.52,160.16,60.39,46.85,51.255,34.41,78.56,101.01,118.35,118.51,68.95,49.08,85.82,74.89,84.95
