Attributes,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,,Dates,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,,Dates,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,,Dates,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,,Dates,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2015-01-27,113.1,83.3,134.07,86.03,27.97,108.88,94.97,44.56,180.42,106.36,156.36,35.805,102.26,56.77,43,90.67,164.24,62.82,47.01,48.175,32.8,89.58,107.07,111.61,118.75,64.1325,46.96,75.84,88.63,91.76,,1/27/2015,112.48,83.27,132.97,81.35,27.59,108.8,94.74,44.65,178.62,105.81,154.95,34.715,102.76,56.61,42.63,90.31,165.12,62.96,43.17,47.67,33.35,87.2,106.685,111.23,120.35,63.43,46.85,75.81,88.42,91.6,,1/27/2015,109.04,82.09,130.74,79.1,26.665,107.65,93.38,43.32,176.3,104.41,152.59,33.555,100.93,55.76,42.16,89.56,160.94,62.13,42.11,47.065,32.3,86.02,105.71,109.92,115.09,62.17,46.33,74.79,87.27,90.61,,1/27/2015,112.43,82.5,132.12,79.85,27.57,108.38,94,43.79,177.12,104.96,154.95,34.39,101.67,55.95,42.53,89.97,162.26,62.66,42.94,47.67,32.32,86.94,106.3,110.95,116.61,63.1375,46.63,75.11,88.25,91.22,,1/27/2015,23695438,1665728,891371,4540639,12752392,1746587,1523956,1264779,811967,1011353,958096,13518540,2569334,3367068,4149889,1760018,978855,1936352,40757642,1915944,8351586,2960270,657928,987389,1824077,1855592,3452039,992936,1659630,3126740
2015-01-28,109.14,82.4,132.48,79.85,26.9,108.26,93.97,44.17,176.49,105.16,153.67,34.185,102.09,56.2,42.39,89.57,163.63,62.56,42.66,47.25,32.6,86.49,106.05,110.01,119.16,62.7475,46.35,74.93,87.53,90.95,,1/28/2015,118.12,83.39,141.88,81.2,27.595,108.1,94.47,44.25,177.79,107.43,154.53,34.69,102.93,56.59,42.795,89.82,166.54,62.96,42.79,47.605,32.59,86.9,106.97,110.86,119.34,63.2,47.03,75.55,88.23,90.75,,1/28/2015,115.31,81.71,135.92,79.96,26.8,103.43,92.62,42.91,173,104.6,151.55,33.725,101.44,54.75,41.91,88.77,163.77,61.33,41.165,46.625,31.51,85.01,104.51,108.46,116.79,61.585,46.03,73.6,86.79,87.83,,1/28/2015,117.56,82.8,135.92,80.51,27.31,108.01,94.25,44.17,177.71,105.97,154.14,34.45,102.5,56.59,42.61,89.73,164.53,62.83,42.75,47.5,32.53,86.68,106.5,110.57,119.02,63.1325,46.9,75.55,88.02,90.75,,1/28/2015,33074118,2225480,2262801,2247583,10163720,2732177,1642177,1876460,718625,1114558,987639,9136853,2512160,4502298,3747639,1678376,898873,2604706,21506362,1915552,6315910,2982887,726780,1621940,1279008,3803848,4141605,1460833,1711728,4370854
2015-01-29,115.31,81.73,139.64,80.01,26.805,103.71,92.67,43.03,173.05,104.74,151.55,33.775,101.48,54.75,41.92,88.78,163.94,61.45,41.19,46.655,31.95,85.15,104.58,108.46,116.92,61.59,46.05,73.77,86.82,87.95,,1/29/2015,119.19,82.33,148.24,80.17,27.31,104.56,93.5,45.34,176.27,107.74,155.56,34.275,102.46,55.89,42.14,93.49,166.16,62.15,42.115,47.435,31.95,86.1,105.05,109.57,117.03,62.105,46.28,74.57,87.72,88.26,,1/29/2015,115.56,81.16,139.75,78.81,26.65,101.66,91.52,43.11,173.07,104.51,149.56,33.465,100.68,54.68,41.48,91.43,162.88,60.76,40.8,46.615,31.54,85.16,103.52,106.75,114.69,61.3125,45.37,73.16,86.27,86.03,,1/29/2015,116.36,82,139.76,79.85,26.75,104.35,93.08,43.96,173.07,104.51,151.27,33.84,101.51,55.2,41.85,91.5,163.72,61.45,40.91,46.835,31.94,85.69,104.89,108.57,116.88,61.8825,46,74.4,86.76,88.09,,1/29/2015,20300341,1626584,2181385,1969315,9900518,3062657,2286050,2525927,572587,1282261,1386087,8998628,2160065,4354424,3586820,3361744,987555,2544247,16448982,2330226,8012617,2701159,792863,981432,1708204,2190036,4209798,1281136,1726976,5074183
2015-01-30,118.9,82,147.78,80,27.22,103,93.22,45.01,175.99,107.62,155.48,34.21,102.38,55.67,42.1,93.27,166.13,62.09,42.01,47.435,31.83,85.67,104.54,109.39,116.45,62,46.11,74.57,87.72,87.58,,1/30/2015,120,82.19,146.85,80.82,27.11,103.28,92.92,45.71,175.64,106.84,155.24,33.98,102,55.49,41.93,93.29,165.22,61.93,41.57,47.17,31.79,85.22,104.11,109.3,116.23,65.8525,46.51,74.48,87.35,88.42,,1/30/2015,116.85,80.56,144.37,79.42,26.325,98.88,90.84,44.15,172.34,104.39,153.04,33,100.09,54.37,41.115,92.31,162.3,60.03,40.35,46.055,31.2,84.25,102.28,106.14,114.63,63.7275,45.56,73.46,84.9,86.25,,1/30/2015,118.28,81.83,146,79.7,26.88,101.4,92.36,44.55,174.02,106.5,153.63,33.71,101.45,54.87,41.78,92.54,164.27,61.56,41.52,46.95,31.65,85.05,103.06,108.71,115.05,64.75,45.72,73.52,86.83,87,,1/30/2015,21578324,2008243,2601837,2420779,12466460,5344876,2946358,2438582,915798,2193754,2122397,11035609,3817851,6708237,6132159,3300937,1224122,4944700,23455391,2375420,15960737,4802329,1343391,1547794,1726931,4890296,6282630,2370998,3144640,6108489
2015-02-02,117.16,80.69,145.37,79.97,26.365,102.53,90.96,45.16,172.41,104.42,153.31,33.04,100.14,54.38,41.17,92.44,162.3,60.28,40.4,46.125,31.25,84.29,102.82,106.25,114.78,63.7275,45.71,73.75,84.98,87.42,,2/2/2015,118.69,82.25,146.58,80.88,26.87,106.13,92.05,45.67,175.6,104.99,154.66,33.745,100.85,55.64,41.62,92.66,164.61,60.92,41.37,46.34,31.65,85.14,104.62,107.34,116.69,64.06,47.14,74.97,85.87,89.59,,2/2/2015,116.09,80.87,143.05,79.49,25.925,102.99,90.07,44.43,172.27,101.57,151.57,32.65,99.38,54.28,40.9,91.43,160.9,59.78,40.235,45.4,31.02,83.68,101.94,105.07,114.05,62.44,45.76,73,83.93,87.5,,2/2/2015,118.03,81.08,144.35,80.13,26.37,103.78,91.45,45.32,172.36,104.78,154,33.1,100.51,54.61,41.21,92.11,162.25,60.61,40.59,46.34,31.44,84.4,102.94,106.73,115.17,63.9725,46.19,73.06,84.75,88.26,,2/2/2015,14221210,1403344,1892132,1777454,9349246,2510697,3101660,1487153,639040,1132076,895547,9593348,2515910,4563013,3668281,1690439,775584,2264855,14535838,2087232,5698613,2936852,694618,1152388,970191,2305616,4863804,1391198,2039461,5009632
2015-02-03,118.63,82.13,146.26,80.84,26.83,106.06,91.93,45.22,175.49,104.43,154.66,33.65,100.83,55.47,41.59,92.51,164.42,60.88,41.28,45.96,31.65,85.12,104.58,107.29,116.58,63.835,46.98,74.89,85.71,89.58,,2/3/2015,119.09,83.77,148,84.11,27.12,110.1,94.11,47.05,180.47,107.32,158.59,34.04,102.56,56.78,41.85,93.97,166.19,61.06,41.93,46.695,32.155,86,106.09,108,119.52,65.1,47.97,75.23,86.52,92.33,,2/3/2015,117.61,82.54,146.18,81.3,26.69,107.67,92.19,45.96,175.91,104.85,154.75,33.155,101.13,55.91,41.37,92.47,164.71,59.94,41.05,46.015,31.47,85.12,104.52,106.52,117.41,63.685,47.3,74.31,85.67,90.9,,2/3/2015,118.27,82.54,146.26,81.42,26.9,107.9,92.54,46,175.96,105.16,154.75,33.78,101.25,55.91,41.77,92.55,165.33,60.89,41.65,46.115,31.77,85.89,104.82,107.35,118.02,64.1375,47.3,75.12,85.83,91,,2/3/2015,14030832,1514987,1480257,2366220,7515426,3236810,2833389,3163990,903436,1347354,1027803,9671282,2818179,4220275,3495022,1720116,710602,3358564,15827410,1890068,8214531,3077987,755547,1055145,1320639,2117288,4544580,1038643,2117967,4830756
2015-02-04,118.65,83.73,147.34,83.92,27.12,109.53,94.1,46.89,180.24,107.24,158.47,33.7,102.46,56.72,41.63,93.92,165.94,61.02,41.6,46.675,32.02,85.95,106.04,107.81,118.89,64.9475,47.83,74.79,86.19,92.25,,2/4/2015,120.51,84.46,148.38,83.3,27.22,109.27,101.94,46.66,180.67,109,158.7,33.835,102.34,57.07,42.09,94.42,165.81,59.95,42.21,46.635,32.27,86.47,107.36,108.74,119,66.6825,48.3,75.53,87.03,92.27,,2/4/2015,118.32,83.33,146.02,81.66,26.62,107.4,98.821,46,178.53,106.79,156.7,33.31,101.02,56.28,41.62,93.5,164.26,58.34,41.36,46.135,31.75,85.56,105.65,106.86,117.45,64.875,47.66,74.23,86.22,90.52,,2/4/2015,118.52,83.5,146.08,82.67,27.01,108.5,99.98,46.53,178.77,107.09,157.61,33.65,102.31,56.46,41.8,93.5,165.62,59.86,41.94,46.35,31.81,86,105.66,107.16,118.75,65.0375,47.74,74.97,86.44,91.45,,2/4/2015,16402905,1589735,1458006,2187918,7296329,2233386,6982040,1882715,628814,1499276,818740,6916776,2932211,3219444,3453110,1705022,583019,3990981,11986113,2389636,7842343,2292494,799813,1273145,1066562,7330812,4342789,1159800,1833442,4082002
2015-02-05,119.56,83.61,147.22,81.95,26.69,108.35,101.28,46.22,178.78,108.41,156.96,33.6,101.36,56.38,41.68,94.05,164.81,59.05,41.84,46.27,32.07,85.79,106.73,107.92,117.79,66.2225,47.8,74.67,86.65,91.46,,2/5/2015,120.23,84.93,148.87,83.63,27.295,110.11,102.84,48,181.6,109.26,158.59,33.985,102.56,57.02,41.81,94.83,166.58,59.25,42.63,46.79,33.2,86.77,107.48,109.75,120.36,67.95,48.1,75.09,87.35,92.54,,2/5/2015,119.25,84.08,146.46,81.885,26.58,108.59,100.51,46.47,179.25,108.17,157.21,33.45,101.48,56.47,41.52,94,164.75,58.51,41.86,46.285,32.6,86.15,106.46,108.47,118,66.5,47.54,74.48,86.59,91.7,,2/5/2015,120.05,84.2,147.26,82.41,26.82,109.5,100.81,46.59,179.25,108.74,157.46,33.75,101.57,56.85,41.76,94.1,165.31,59.25,42.22,46.44,32.98,86.17,106.46,108.68,118.26,66.8125,48.09,74.94,87.15,92.4,,2/5/2015,10712553,1102888,1361366,1649685,5619026,1911843,3221420,3619437,668818,841484,861376,5255603,1940139,2635032,2092500,1504864,562211,2527846,9767732,1714978,10276737,1766954,639047,748461,1116234,4185952,4165558,1488674,1291860,2813658
2015-02-06,119.94,84.73,148.6,83.57,27.26,109.31,102.64,47.8,180.77,108.99,157.91,33.94,102.46,56.77,41.79,94.34,166.55,59.17,42.45,46.67,32.99,86.7,107.41,108.82,120.11,67.95,47.86,74.79,87.28,92.36,,2/6/2015,120.25,86.01,148.879,84.13,27.66,110.455,102.99,48.5,184.6,109.74,158.07,34,102.44,58.72,41.76,94.48,167.67,59.77,42.79,46.73,33.41,86.54,108.06,109.4,121.02,68.1075,49.73,76.75,88,92.26,,2/6/2015,118.46,84.77,147.7,82.8,27.14,109.11,101.65,47.98,181.16,108.47,156.23,33.145,100.835,57.54,41.32,93.65,165.56,58.58,42.15,45.77,32.74,85.15,106.91,107.21,119.38,66.5125,48,74.45,86.78,90.98,,2/6/2015,120.1,85.11,148.13,83.6,27.37,109.94,102.55,48.13,182,109.35,157.19,33.94,102.15,57.75,41.55,94.09,166.23,59.06,42.75,46.69,32.99,86.51,107.41,108.59,120,67.9375,48.1,74.98,87.26,92.22,,2/6/2015,10433184,1426200,1759391,1769542,7266608,2152294,2281896,2263834,937301,974438,828664,8373246,2333023,7412346,2986633,1381244,595700,2402086,10439700,2100352,7223039,2143840,949084,1027002,928045,3044000,6022292,1188338,1368119,3263649
2015-02-09,118.93,85.01,148,83.21,27.24,109.61,102.02,48.4,183.43,109.04,156.72,33.295,101.1,57.89,41.45,93.99,166.07,58.79,42.41,45.895,33.17,85.61,107.2,107.6,119.81,66.855,49.33,76.15,87.33,91.5,,2/9/2015,119.83,85.25,148.15,84.87,27.405,111.5,102.5,48.87,182.94,109.43,157.46,33.24,101,58.09,41.45,93.45,165.54,58.999,42.73,45.805,33.36,85.42,106.16,107.24,119.91,67.0725,49.46,76.45,87.19,92.29,,2/9/2015,118.52,84.31,145.76,83,27.07,109.7,101.45,48.2,181.15,108.05,155.41,32.67,99.11,57.23,41.05,92.54,163.84,57.93,42.21,45.3475,32.85,84.59,105.19,106.31,118.91,66.3225,49,75.62,85.65,91.25,,2/9/2015,118.52,84.32,145.81,83.05,27.21,109.98,101.63,48.21,181.38,108.94,156,33.03,100.9,57.42,41.35,93.25,164.38,58.79,42.25,45.75,33,85.28,105.5,106.93,119.44,66.8525,49,75.64,86.97,91.46,,2/9/2015,8851540,1069200,1273168,1969652,7152745,1661535,1257158,3872643,821615,853281,1058221,7679040,2700874,3126050,3152433,2466862,598361,2249430,9361938,1883398,6067926,2538142,827936,954942,935635,1224968,3658409,1077244,1184966,3125626
2015-02-10,119.72,84.98,147.58,84.67,27.12,110.43,101.73,48.26,182.22,108.34,155.75,32.93,99.78,57.82,41.23,92.72,164.84,58.33,42.36,45.585,33.07,85.05,105.77,106.49,119.32,66.365,49.09,76.4,85.91,91.56,,2/10/2015,122.15,85.96,148.71,85,27.535,110.6,102.19,48.62,184.8,110.85,158.56,33.73,100.7,58.7,42.94,94.23,166.14,59.26,42.76,46.545,34.21,85.485,106.76,109.45,120.15,66.9,49.56,76.69,87.41,91.67,,2/10/2015,120.26,85.13,147.52,83.47,27.16,108.1,101.19,47.98,182.35,108.77,155.1,33.06,99.43,58.05,42.2,92.97,164.61,58.78,42.185,45.61,33.45,84.83,105.99,107.13,118.96,65.91,49.02,75.64,86.44,90.31,,2/10/2015,120.26,85.56,148.2,85,27.18,110.43,102.08,48.5,183,108.81,156.74,33.25,100.03,58.39,42.9,93.3,165.4,59.11,42.74,45.61,33.48,85.33,106.14,107.39,119.89,66.6875,49.26,76.31,86.63,91.67,,2/10/2015,16175479,1080873,1091276,1798602,5200233,1703298,1292437,1651038,633905,859615,1322240,5652712,3169519,2873367,5265594,1171290,563189,2417929,10650390,1932942,17703102,1742468,889559,1329787,770667,1933852,3020704,1400257,1436477,3157732
2015-02-11,122.02,85.84,148.04,83.9,27.49,110.18,101.92,48.5,184.56,110.67,158.56,33.7,100.35,58.46,42.4,94.02,165.82,58.85,42.6,46.375,34.15,85.39,106.52,108.97,119.4,66.1375,49.51,76.69,87.29,91.01,,2/11/2015,124.92,86.18,148.37,83.67,27.65,110.18,102.02,48.39,188.1,110.79,159.06,33.75,100.78,58.65,42.48,94.33,164.96,58.96,42.63,46.36,34.51,86.2,107.92,110.06,119.06,66.5725,49.88,79.94,87.12,90.83,,2/11/2015,122.5,85.32,147.25,82.25,26.9,108.29,101.07,47.77,183.75,109.83,157.17,33.33,99.96,57.85,41.7,93.3,163.48,58.41,42.22,45.525,34.01,85.15,106.31,108.38,117.97,66.075,49.17,76.8,85.92,89.8,,2/11/2015,122.82,85.87,147.46,83.48,27.6,109.08,101.87,48.21,183.96,110.58,157.87,33.67,100.46,58.09,42.12,94.16,164.48,58.75,42.55,46.245,34.06,85.99,106.58,108.72,118.6,66.245,49.37,76.8,86.69,90,,2/11/2015,16505930,1075298,1082834,1551825,10230927,1609237,2008997,1774610,861232,950290,871081,4527979,1905607,2760837,4404965,1473491,552753,2586040,11400494,1938904,13421842,1836431,662281,1125818,764761,3243788,4219003,1563229,1393538,2733696
2015-02-12,124.88,86.01,147.92,83.41,26.93,109.98,101.87,48.08,187.65,110.31,158.2,33.55,100.38,58.37,42.37,94.21,164.48,58.74,42.38,45.655,34.25,85.64,107.77,109.85,118.69,66.4975,49.81,79.53,86.34,90.6,,2/12/2015,127.475,81.52,148.56,84.25,29.575,111.05,103.85,49.46,190,112.2,159.5,34.13,100.53,59.71,42.655,95.6,165.95,59.105,43.09,46.325,34.96,86.14,108.16,110.78,119.96,67.7275,49.99,80.61,86.67,92.66,,2/12/2015,125.57,80,147.7,83.32,28.84,109.82,101.71,48.39,187.4,110.21,158.1,33.765,97.15,58.55,42.071,93.78,164.87,58.59,42.51,45.4,34.24,85.42,107.56,108.83,118.91,66.7975,49.25,78.94,85.24,91.03,,2/12/2015,125.98,80.14,148.18,84.1,29,110.48,102.16,48.55,188,110.57,158.72,33.96,100.4,58.76,42.37,94.05,165,59,42.69,45.685,34.25,86.04,107.78,110.7,119.17,66.8125,49.85,79.17,86.6,91.49,,2/12/2015,17365353,4804510,1038829,1377239,28719635,1708927,1988229,2056131,856648,1130863,610743,6002218,4405848,5243212,4202039,1907806,720852,1830963,9786744,2320382,12640730,1903155,789865,1042371,1299544,3644508,3588465,1857937,1724389,3515126
2015-02-13,126.46,80.48,148.09,83.53,29.46,110.86,103.58,49.15,189.78,112.16,158.52,34.125,98.44,59.57,42.17,95.09,165.91,58.88,43.09,46,34.87,86.03,108.04,109.84,119.59,67.7275,49.52,79.96,85.89,92.37,,2/13/2015,127.27,79.75,149.84,85.49,29.5,112.83,104.4,49.81,191.31,112.38,160.8,34.365,99.67,60.22,42.05,95.85,166.62,58.93,43.87,46.28,34.94,86.15,108.4,109.82,121.38,68.145,49.59,79.89,86.15,93.45,,2/13/2015,125.65,77.72,147.7,84.04,29.11,111.13,103.43,48.95,188.38,111.3,158.65,33.945,98.5,59.35,41.76,94.94,165.33,58.61,43.16,45.95,34.52,85.51,107.69,108.69,119.34,67.2078,49.03,78.59,85.32,92.28,,2/13/2015,127.27,79.5,147.7,84.16,29.32,111.26,103.6,49.06,189.48,111.84,158.78,34.2,98.5,59.46,42.03,95.09,165.9,58.86,43.38,46.01,34.74,85.81,107.76,109.41,119.34,68.13,49.41,79.65,86.07,92.7,,2/13/2015,12645527,6147037,973212,1447749,10315191,1735738,1189196,2136036,782926,1325478,943730,4841935,2642004,3444921,3204903,1467974,588664,1746788,11285012,2664092,4965008,2226495,775618,992072,845070,1730952,3139827,787907,1430510,2998887
2015-02-16,126.46,80.48,148.09,83.53,29.46,110.86,103.58,49.15,189.78,112.16,158.52,34.125,98.44,59.57,42.17,95.09,165.91,58.88,43.09,46,34.87,86.03,108.04,109.84,119.59,67.7275,49.52,79.96,85.89,92.37,,2/16/2015,127.27,79.75,149.84,85.49,29.5,112.83,104.4,49.81,191.31,112.38,160.8,34.365,99.67,60.22,42.05,95.85,166.62,58.93,43.87,46.28,34.94,86.15,108.4,109.82,121.38,68.145,49.59,79.89,86.15,93.45,,2/16/2015,125.65,77.72,147.7,84.04,29.11,111.13,103.43,48.95,188.38,111.3,158.65,33.945,98.5,59.35,41.76,94.94,165.33,58.61,43.16,45.95,34.52,85.51,107.69,108.69,119.34,67.2078,49.03,78.59,85.32,92.28,,2/16/2015,127.27,79.5,147.7,84.16,29.32,111.26,103.6,49.06,189.48,111.84,158.78,34.2,98.5,59.46,42.03,95.09,165.9,58.86,43.38,46.01,34.74,85.81,107.76,109.41,119.34,68.13,49.41,79.65,86.07,92.7,,2/16/2015,12645527,6147037,973212,1447749,10315191,1735738,1189196,2136036,782926,1325478,943730,4841935,2642004,3444921,3204903,1467974,588664,1746788,11285012,2664092,4965008,2226495,775618,992072,845070,1730952,3139827,787907,1430510,2998887
2015-02-17,127.08,78.08,149.73,85.13,29.43,112.78,104.17,49.44,189,111.89,160.4,34.36,99.62,59.67,41.99,95.65,165.94,58.81,43.87,46.02,34.64,85.9,108,109.44,121.25,67.4075,49.31,78.73,85.81,93.37,,2/17/2015,128.87,79.32,149.95,85.58,29.35,112.93,104.38,49.75,190.6,112.22,161.4,34.75,100.47,60.13,41.88,95.39,166.92,58.97,44,46.45,34.84,86,108.45,109.76,121.9,67.993,49.32,78.49,85.97,93.07,,2/17/2015,126.92,77.12,148.523,84.21,29.035,111.55,103.58,48.65,188.34,110.62,159.76,34.26,99.13,59.32,41.64,94.09,165.17,58.7,43.19,45.87,34.47,85,107.95,108.56,120.62,67.5,48.9,77.88,84.98,92.29,,2/17/2015,127.47,77.14,148.6,85,29.26,111.99,104.31,48.7,188.78,111.43,159.84,34.45,99.5,59.54,41.77,95.12,165.94,58.73,44,45.87,34.61,86,108.36,109.3,121,67.76,49.02,78.38,85.43,92.7,,2/17/2015,13367633,3510513,914786,988528,10312892,2084140,1518704,4144345,426790,2321825,777588,6353337,2716216,3766125,4164930,2064915,829060,2271096,12466914,1854442,8888113,3718533,1240128,1324247,1021552,1660944,3869896,946097,1567794,3675778
2015-02-18,127.83,79.08,149.92,85.38,29.31,112.4,104.12,49.57,190.02,112,160.96,34.735,100.44,60.1,41.81,94.35,166.92,58.79,43.58,45.93,34.58,85.49,108,109.76,121.32,67.7175,49.18,78,85.96,93.05,,2/18/2015,128.78,80.27,151.59,85.8,29.55,111.63,104.33,49.68,189.96,112.16,162.46,34.7,100.75,59.83,41.79,94.79,167.51,58.86,43.69,46.88,34.57,86.39,108.1,110.2,122.65,67.75,49.31,77.93,86.3,91.99,,2/18/2015,127.5,78.79,149.45,84.58,29.12,110.37,103.46,48.99,187.85,111,160.64,34.19,99.38,59.12,41.47,94.01,166.1,58.23,43.39,45.735,34.25,85.53,107.37,108.99,121.01,67.055,48.68,77.04,85.53,90.4,,2/18/2015,127.63,78.79,149.7,84.92,29.19,111,103.5,49.12,189.2,111.51,161.68,34.54,100.55,59.73,41.64,94.23,166.34,58.75,43.63,45.745,34.44,85.78,107.48,109,121.32,67.7175,49.13,77.59,85.96,91.98,,2/18/2015,10731482,2400061,763400,824424,6026007,2058279,1067932,1784930,366217,893393,1077186,5443415,1945242,2815007,2651563,1057423,464127,1884722,8913728,1953774,7583151,2098301,800249,774950,881193,1385584,3589202,746637,1195114,3885692
2015-02-19,128.715,79.78,151.17,84.8,29.49,110.44,103.86,49.41,188.67,111.99,162.19,34.265,99.96,59.37,41.73,94.58,167.4,58.8,43.53,46.81,34.48,86.26,107.98,109.77,121.99,67.28,48.94,77.79,86.29,91.01,,2/19/2015,129.02,79.97,154.24,84,29.38,109.58,104.06,49.88,189.85,112.44,164.49,34.42,100.83,59.48,42.24,94.54,167.52,58.99,43.525,47.13,34.47,86.29,108.28,110.35,123,67.5,49.13,78.33,84.78,90.41,,2/19/2015,128.34,77.56,151,82.21,29.13,107.24,103.55,48.71,187.32,110.64,161.44,34.05,99.61,58.81,41.53,93.75,166.58,57.81,43.06,46.745,34.11,85.06,107.64,109.45,121.84,67,48.745,77.02,83.39,88.58,,2/19/2015,128.45,79.8,151.05,83.81,29.32,108,104,48.91,187.39,112.29,162.05,34.25,100.04,59.17,41.65,94.5,167.4,58.85,43.25,46.8,34.45,86.25,107.9,109.54,122.47,67.2575,48.8,77.79,84.45,89.57,,2/19/2015,7508047,3085035,684272,1099805,5233560,2838029,2114878,2752086,307382,1032576,624928,3272192,2175127,2990562,4393330,1614944,503409,2689955,8692421,1403172,9937997,1716462,616305,699808,1164126,1251924,2871026,592915,2817465,4037538
2015-02-20,128.45,78.4,153.75,83.3,29.31,108.35,103.89,49.68,189.11,110.94,163.89,34.21,100.7,59.23,42.11,94.19,167.09,58.3,43.5,46.85,34.41,85.21,107.99,110.03,122.91,67.275,48.91,77.1,83.52,89.44,,2/20/2015,129.5,79.88,158.83,84.61,29.66,108.86,104.68,49.8,191.64,112.25,164.34,34.565,100.36,59.89,42.01,94.48,168.26,58.47,43.875,47.645,34.58,85.05,108.08,112.8,124.45,68.25,48.98,77.22,84.38,89.94,,2/20/2015,128.05,78.2,154.02,82.4,29.155,107.501,102.74,48.96,187.05,110.05,162.14,33.91,99.11,58.35,41.64,93.56,165.13,57.735,43.3,46.675,34.1,84.19,106.75,109.45,122.02,66.765,48.42,76.37,82.55,88.86,,2/20/2015,128.65,78.25,154.09,83.17,29.36,108.47,103.79,49.56,188.35,110.93,163.61,34.23,100.15,58.94,42,94.23,166.74,58.1,43.51,46.805,34.31,84.95,107.59,109.86,123.1,67.26,48.76,77.09,82.75,89.45,,2/20/2015,13068952,2941942,1219918,1365502,9312583,2460913,2063772,2734253,521875,2900713,903445,7740116,3523280,4571835,4373335,2440759,953343,3125922,10756288,1761174,8840632,3314473,885215,1354322,1352349,2458152,4402650,1061976,3726768,4588411
2015-02-23,129.495,79.83,158.31,84.44,29.61,108.6,104.55,49.53,191.51,112.24,163.65,34.41,100.26,59.8,41.97,94.19,168.12,58.35,43.855,47.465,34.56,84.87,107.82,112.62,124.11,68.25,48.97,77.13,84.3,89.92,,2/23/2015,133,80.477,155.91,83.98,29.645,108.5,105.22,49.72,190.5,113.16,164.25,34.49,100.69,59.53,42.17,94.41,168.86,58.65,44.19,47.61,34.51,85.5,107.63,116.48,124.15,68.32,48.99,78.85,84.85,89.54,,2/23/2015,129.66,79.47,153.36,83.14,29.425,107.35,104.44,49.11,189.3,111.8,162.5,33.58,99.8,58.8,41.7,93.95,167.9,58.17,43.65,47.14,34.06,84.65,106.74,112.85,123.07,67.565,48.54,77.28,84.23,88.74,,2/23/2015,130,79.94,155,83.98,29.61,107.92,104.76,49.2,190.45,112.82,164.25,34.46,100.62,59.51,41.71,94.12,168.14,58.46,43.8,47.5,34.08,85.05,107.62,112.99,123.38,68.24,48.97,77.37,84.47,89.18,,2/23/2015,14650925,1452290,1571741,1682340,7914727,1642321,1816740,3442301,365683,1242640,638658,6187019,1986254,3691918,3425464,1893749,595740,2109241,8125007,1106466,6212048,2411098,570490,2384424,854047,1415296,4888815,1368756,1658749,2872365
2015-02-24,133,80.3,154.74,83.49,29.63,107.86,104.99,49.49,190.31,112.28,162.91,33.76,100.18,59.35,41.85,94.31,168.81,58.3,44.15,47.505,34.39,85.39,107.08,116.4,123.72,68.2525,48.77,78.59,84.6,89.01,,2/24/2015,133.6,81.7,154.78,84.68,29.71,108.24,105.04,50.22,193.23,117.88,164.99,34.485,101.05,61.25,42.33,95.33,169.24,58.56,44.3,47.77,34.34,85.73,107.91,116.55,124.13,68.4325,49.41,80.78,84.81,89.78,,2/24/2015,131.17,80.29,153.24,83.6,29.43,107.35,104.36,49.6,189.68,115.15,161.52,33.515,100.01,60.11,41.77,93.75,168.07,58.05,43.92,47.375,34.09,85.02,106.96,115.32,123,67.8025,48.31,78.26,83.92,89.13,,2/24/2015,132.75,80.3,153.5,83.7,29.55,107.73,104.52,49.7,189.68,117.62,162.49,33.61,100.25,60.15,41.84,93.85,168.27,58.3,44.1,47.375,34.21,85.42,106.96,116.26,123.19,68.335,48.56,78.33,84.51,89.3,,2/24/2015,14450867,2093776,837850,1149545,4427546,1477536,1469490,3749578,581937,2045628,832541,8644357,1844530,4855890,3528553,1206633,528523,2091885,7880595,1152722,6227410,1488506,462223,915194,719405,2471132,4627155,1507724,1271979,2658976
