Attributes,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,,Dates,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,,Dates,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,,Dates,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,,Dates,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2015-04-02,124.25,78.93,148.64,79.64,27.25,104.79,105.44,47.9,192.23,113.13,159.18,30.81,99.15,59.95,40.68,96.29,162.52,56.86,40.72,49.775,34.33,82.32,107.11,117.45,115.92,65.18,48.92,84.26,80.71,84.46,,4/2/2015,125.56,79.76,150.5,80.49,27.5,105.66,106.23,48.39,192.73,114.91,162.54,31.22,99.98,60.7,40.87,96.24,163.96,57.45,40.73,50.16,34.625,82.59,107.85,118.36,117.68,65.62,49.595,86.11,81.31,84.94,,4/2/2015,124.2,78.58,148.33,79.43,27.13,104.08,104.87,47.55,190.88,112.76,158.89,30.68,98.9,60.08,40.48,94.71,162.178,56.85,40.13,49.7,34.22,81.915,107,116.87,116,64.83,48.88,84.12,80.55,83.86,,4/2/2015,125.01,78.93,149.14,79.6,27.38,104.2,105.49,47.57,191.73,112.76,159.4,30.83,99.46,60.08,40.72,96,162.65,57.04,40.7,49.875,34.39,82.24,107.13,117.6,116.59,64.98,49,84.41,80.73,84.01,,4/2/2015,8994806,1513668,723014,1042782,5348658,1567093,1274592,1318580,578097,1034065,1174492,5641128,1785923,3525269,4466219,1720228,476689,2464049,11439994,1480204,8446236,1785930,315134,773984,1620750,1345600,3057734,928177,1737105,3093137
2015-04-03,124.25,78.93,148.64,79.64,27.25,104.79,105.44,47.9,192.23,113.13,159.18,30.81,99.15,59.95,40.68,96.29,162.52,56.86,40.72,49.775,34.33,82.32,107.11,117.45,115.92,65.18,48.92,84.26,80.71,84.46,,4/3/2015,125.56,79.76,150.5,80.49,27.5,105.66,106.23,48.39,192.73,114.91,162.54,31.22,99.98,60.7,40.87,96.24,163.96,57.45,40.73,50.16,34.625,82.59,107.85,118.36,117.68,65.62,49.595,86.11,81.31,84.94,,4/3/2015,124.2,78.58,148.33,79.43,27.13,104.08,104.87,47.55,190.88,112.76,158.89,30.68,98.9,60.08,40.48,94.71,162.178,56.85,40.13,49.7,34.22,81.915,107,116.87,116,64.83,48.88,84.12,80.55,83.86,,4/3/2015,125.01,78.93,149.14,79.6,27.38,104.2,105.49,47.57,191.73,112.76,159.4,30.83,99.46,60.08,40.72,96,162.65,57.04,40.7,49.875,34.39,82.24,107.13,117.6,116.59,64.98,49,84.41,80.73,84.01,,4/3/2015,8994806,1513668,723014,1042782,5348658,1567093,1274592,1318580,578097,1034065,1174492,5641128,1785923,3525269,4466219,1720228,476689,2464049,11439994,1480204,8446236,1785930,315134,773984,1620750,1345600,3057734,928177,1737105,3093137
2015-04-06,125.32,79.7,149.28,80.24,27.13,105.28,106,48.24,191.55,114.54,160.45,30.81,99.64,60.52,40.68,95.83,162.8,57.1,40.29,49.83,34.38,82.43,107.74,117.36,117.13,65.29,49.47,85.97,80.73,84.3,,4/6/2015,127.5,80.1,151.44,82,27.315,107.85,106.57,49.21,192.57,115.55,162.795,31.24,99.56,60.74,41.605,96.82,165.99,57.33,41.77,50.31,34.8,83.22,108.63,118.52,118.7,65.64,49.81,88.1,81.32,85.63,,4/6/2015,124.33,78.75,148.02,79.98,26.85,105.22,105.04,48.04,188.96,113.72,158.75,30.45,98.04,59.65,40.59,95.45,161.4,56.71,40.19,49.275,34.23,81.51,106.83,116.15,116.1,64.42,49.41,85.26,80.15,84.2,,4/6/2015,124.5,79.08,148.4,80.24,27,105.95,105.3,48.1,190,113.72,159.8,30.78,98.6,59.88,40.75,95.83,161.81,56.9,40.38,49.3,34.28,81.79,106.99,116.23,116.2,64.64,49.47,85.26,80.48,84.82,,4/6/2015,9052326,999987,893052,1304439,5970161,2091226,1558112,2120757,393316,1145358,926113,7633089,3702039,3538493,6311339,1798616,626050,5137670,12606143,2249740,6649240,2193958,278748,817672,771282,3523578,4207540,1722052,2101173,3521761
2015-04-07,127.35,79.63,150.93,81.49,27.22,106.92,105.63,48.68,192.05,114.95,162.04,31.04,99.16,60.47,41.17,96.28,165.48,57.18,41.545,49.865,34.48,83.04,108.13,117.7,117.86,65.2,49.63,88.01,80.99,85.13,,4/7/2015,128.12,79.35,153.5,81.43,27.56,109.08,106.4,49.1,193.57,115.76,163.84,31.58,100.86,61.5,41.37,96.79,167.55,57.87,41.9,50.13,34.88,83.26,108.57,119.829,118.55,66.18,49.81,88.25,81.29,86.17,,4/7/2015,125.98,78.305,151.27,80.5,27.13,106.65,105.4,48.45,192.24,114.24,161.7,31.01,99.44,60.85,40.98,96.1,165.31,57.3,41.31,49.745,34.52,82.34,107.34,117.27,117.45,65.38,49.25,87.11,80.46,84.76,,4/7/2015,127.7,78.33,151.27,81.22,27.3,106.97,105.8,48.54,192.52,115.07,162.05,31.09,99.54,61.11,41.11,96.24,165.4,57.49,41.5,49.865,34.6,83,108.13,119.24,117.76,65.38,49.81,87.6,81.09,85.01,,4/7/2015,9543366,1365398,674340,998284,4616785,2727306,1480077,1487910,422511,802462,933666,5956857,2128866,3009603,2436608,1036734,727418,2601558,8001569,1123290,2973094,1533815,380858,548759,662235,2406633,2588493,1351137,1637174,2816285
2015-04-08,126.01,78.33,152.32,80.54,27.39,108.54,105.43,48.52,192.39,114.3,162.07,31.26,100.1,60.85,41.01,96.35,166.21,57.43,41.53,49.805,34.54,82.39,107.34,117.35,117.49,65.8,49.27,87.28,80.5,85.75,,4/8/2015,126.39,79.35,153.5,81.24,27.66,108.92,106.69,48.83,193.82,115.79,163.54,31.55,100.45,61.56,41.09,97.5,167.22,58.05,41.69,50.485,34.83,83.17,107.68,118.79,118.59,66.84,49.28,88.4,81.23,85.9,,4/8/2015,124.97,78.31,152.33,79.925,27.37,106.53,105.17,48.22,192.2,113.83,161.01,31.06,99.61,60.94,40.745,96,165.25,57.02,41.04,49.86,34.42,82.27,106.88,117.5,117.09,65.8,48.695,86.92,80.36,84.02,,4/8/2015,125.78,78.59,152.55,80.89,27.37,108.82,105.23,48.62,192.85,113.86,162,31.2,99.89,61.1,41,96.91,166.21,57.95,41.46,49.86,34.55,82.39,106.94,117.78,117.71,65.89,48.75,87.04,80.39,85.8,,4/8/2015,9242347,1405434,455889,992813,4639268,2167656,1464838,1393966,497860,1092407,525524,5224603,2190794,2643244,2689274,1169025,505574,4021480,8262239,1868430,5015835,1505432,503350,703857,708926,1533582,4113500,1700389,1696537,3959817
2015-04-09,125.6,78.69,153.36,80.44,27.55,106.66,106.36,48.37,192.56,115.59,161.85,31.31,100.16,61.05,40.89,96.85,166.27,57.15,41.42,50.42,34.64,82.77,107.34,118.19,117.84,66.5,49.13,87.68,81.03,84.06,,4/9/2015,126.57,79.32,153.61,81.21,27.74,107.24,107,49.125,195.09,116.22,162.47,31.62,101.65,61.57,41.08,97.42,167.12,57.725,41.62,50.845,35.06,82.95,107.86,118.76,118.74,66.8,49.17,93.42,81.36,84.73,,4/9/2015,124.66,78.42,151.65,80.28,27.42,106.19,105.88,48.37,192.47,114.16,160.74,30.57,100.33,60.83,40.63,96.21,165.1,57.11,41.25,50.3,34.38,82.01,106.77,117.61,117.19,65.77,48.67,89.41,80.58,83.82,,4/9/2015,125.85,78.63,152.59,80.45,27.55,106.83,106.48,48.41,192.5,115.46,161.85,30.69,100.48,61.21,40.79,96.85,166.25,57.26,41.25,50.5,34.65,82.55,107.34,117.83,117.7,66.35,48.94,89.5,80.83,84,,4/9/2015,7963807,993652,865117,1311668,5793095,1596876,1162229,1325897,426721,1284138,642078,10634885,2269041,2979793,2879680,1245188,584680,2442881,7584380,1410684,7574716,1615481,364978,577132,532202,1094105,2729839,2842043,1264829,3059972
2015-04-10,126.56,79.16,153.42,80.68,27.625,106.95,106.77,48.74,194.89,114.57,162.34,31.24,101.33,61.47,41.05,96.55,166.79,57.43,41.48,50.36,35.03,82.89,107.3,118.55,117.88,66.44,49.01,92.62,80.84,84.65,,4/10/2015,127.205,79.97,154.96,82.8,28.08,107.61,107.1,48.94,195.85,115.65,163.32,31.94,102.13,61.78,41.15,97.95,167.7,57.64,41.95,50.54,35.47,83.63,107.79,119.08,118.93,66.69,49.24,92.46,81,86.04,,4/10/2015,125.26,79.2,153.29,80.76,27.56,106.82,106.43,48.35,194.12,114.5,161.25,31.34,100.94,61.22,40.86,96.56,166.23,56.33,41.41,49.965,34.9,82.72,107.06,117.99,117.46,65.93,48.95,90.26,80.55,84.78,,4/10/2015,125.94,79.42,153.61,81.12,27.62,107.5,106.89,48.85,194.65,114.5,162.34,31.42,101.35,61.34,41.06,96.93,167.5,57.17,41.64,50.5,34.95,82.82,107.71,118.54,118.29,66.69,48.98,92.14,81,85.06,,4/10/2015,9184147,868102,691375,1585453,6036834,1350773,1017660,1692639,414471,1102737,765361,6624947,1816803,2269210,2438732,1742150,488492,3255715,6895146,1570402,5700630,2039215,1090971,560282,531454,1159388,2247002,1596576,1321067,3093449
2015-04-13,127.1,79.59,154.38,82.6,28.04,106.91,106.95,48.39,195.64,115.24,162.86,31.93,102.06,61.7,40.88,97.8,167.07,57.25,41.72,49.985,35.44,83.35,107.65,119,118.46,66.34,49.22,92.02,80.65,85.56,,4/13/2015,128.55,79.99,155.5,82.61,28.28,107.89,107.9,48.58,197.38,115.4,163.99,32.05,101.98,62.27,40.92,97.75,167.35,57.36,42.06,50.03,35.53,83.95,108.33,121.07,118.62,66.79,49.5,92.74,80.92,86.25,,4/13/2015,126.61,79.26,152.99,81.61,27.96,106.44,106.47,48.2,194.88,114.35,162.36,31.71,100.55,61.5,40.7,97.07,165.6,56.5,41.4,49.53,35.02,82.95,107.3,119.16,117.25,65.515,49.04,91.39,80.28,85.24,,4/13/2015,128.09,79.76,153.83,82.6,27.96,107.38,107.07,48.5,195.1,115,162.37,31.81,101.52,61.5,40.79,97.41,166.76,57.25,41.47,49.985,35.4,82.96,107.36,120.63,117.97,66.22,49.3,91.72,80.41,86,,4/13/2015,9349593,943472,521986,1200817,7621707,1482877,1077678,1140167,495128,804954,1906261,6998953,2674014,3947406,2315554,1081525,530309,2517599,10037460,1664732,16150057,2735150,578392,744681,1117722,1827069,4069282,1883390,1054693,2929662
2015-04-14,126.85,79.27,153.24,82.14,27.98,106.5,106.51,48.27,195.58,114.44,162.38,31.73,100.55,62.07,40.7,97.44,165.84,56.73,41.76,49.635,35.09,83.43,107.87,119.37,117.41,65.61,49.04,91.71,80.29,85.34,,4/14/2015,127.28,79.95,153.54,83.23,28.05,109.08,107.3,48.98,198.45,114.98,162.7,31.93,101.46,63.6,40.64,97.74,166.46,57.99,42.02,49.895,35.31,83.88,108.6,120.18,118.1,65.93,49.35,92.57,80.42,87.47,,4/14/2015,125.92,78.89,151.59,81.56,27.68,107.35,106.11,48.4,195.71,113.11,160.83,31.275,100.185,62.75,40.32,96.97,164.21,56.61,41.395,49.365,34.91,83.05,107.09,118.53,116.61,64.88,48.93,91.09,79.69,85.84,,4/14/2015,127.09,79.5,153.12,82.5,28.01,107.4,106.41,48.47,197.5,114.25,162.52,31.71,101.1,62.99,40.6,97.41,165.32,56.85,41.79,49.53,35.17,83.43,107.71,119.37,117.05,65.5,49.17,91.4,80.25,85.87,,4/14/2015,6285912,1015113,451637,1464254,5744522,1909446,1550904,1488792,768196,1089100,576300,9570100,2407803,5548042,2959002,821185,579948,3578578,6978868,1388996,3911055,1799519,429581,793310,672856,1179024,3302638,1024527,1263066,3764768
2015-04-15,126.3,79.49,153.21,83,27.81,108.84,106.66,48.83,197.72,114.05,162.3,31.49,100.52,63.04,40.51,97.58,165.99,57.76,41.65,49.765,35.03,83.6,107.79,119.92,117.69,65.53,49.18,91.98,80.15,86.63,,4/15/2015,127.12,80.3,154,85.73,28.41,110.68,107.43,50.43,202.1,115.21,164.96,32.98,101.24,64.475,40.8,97.54,167.32,58.94,42.46,50.36,35.47,84.2,108.76,120.74,118.75,65.9,49.5,92.66,80.98,88.52,,4/15/2015,126.01,79.42,152.215,83.02,27.97,109.38,106.86,49.11,197.4,113.39,162.5,32.07,100.33,63.01,40.33,96.28,165.86,58.15,41.68,49.865,35.12,83.48,108,116.56,117.53,65.3,49.05,91.25,79.66,87.18,,4/15/2015,126.55,79.5,154,83.29,28.06,109.8,106.92,49.13,197.8,114.63,162.56,32.26,100.54,63.06,40.62,96.98,166.72,58.15,41.76,50.245,35.42,83.85,108.16,120.5,118.08,65.51,49.15,92,80.6,87.29,,4/15/2015,7341195,2025443,703997,1968888,8816395,2131797,1557114,3077067,798229,1236975,1140201,14754618,2325646,6871132,3603426,1592059,641435,3149665,9023585,1718988,10664146,2654187,508776,1554546,948157,1384828,3476213,1189594,1761276,4008525
2015-04-16,126.78,79.75,152.43,85.16,28.25,110.41,106.98,50.11,201.1,113.45,164.13,32.83,100.6,64.21,40.4,96.44,166.44,58.45,42.255,49.915,35.21,83.51,108.08,117.32,117.87,65.68,49.39,91.54,79.74,88.08,,4/16/2015,127.09,81.17,152.52,84.9,28.635,110.93,108.3,50.09,202.87,113.99,163.96,32.99,100.3,64.27,40.86,97.42,166.65,58.32,42.33,50.085,35.29,84.06,109,122,118.3,66,49.565,90.94,79.88,88.15,,4/16/2015,126.12,79.25,151.05,84,28.11,109,106.9,49.32,198.7,113.05,162.57,32.7,99.77,63.66,40.3,95.51,165.13,57.75,41.82,49.7,35.02,83.35,107.47,120.52,116.95,65.35,49.1,89.08,79.14,87.11,,4/16/2015,126.385,79.33,151.66,84.4,28.26,109.88,107.1,49.89,202.87,113.24,163.31,32.85,100.2,64,40.42,96.47,165.73,58.27,42,49.745,35.1,83.5,107.61,122,117.35,65.53,49.17,90.94,79.5,87.63,,4/16/2015,6564909,1676378,516454,1620080,7880080,1611852,1828590,1963763,951927,1281659,987940,7691128,2047529,5126575,3427528,1276509,523826,1891307,9249704,1237212,4677703,2482862,487349,1429250,1000724,1031830,2854102,2104257,1908623,2562001
2015-04-17,126.17,80.91,151.97,84.34,28.6,110.16,108.1,49.75,200.21,113.37,163.13,32.87,99.79,63.81,40.6,95.63,165.89,57.84,42.16,49.95,35.19,83.5,108.67,121.6,117.48,65.65,49.27,89.52,79.24,87.73,,4/17/2015,126.14,78.5,151.42,83.58,28.4,109.66,107.67,49.9,198.25,113.1,161.8,32.69,99.85,63.4,40.65,95.34,164.5,57.35,41.73,49.685,35.07,83.19,107.58,121,116.52,65.5,49.12,89.55,79.15,87.35,,4/17/2015,124.46,76.54,149.45,82.66,27.9,108.26,106.04,49.335,195.66,111.78,160.06,32.22,99.12,62.49,40.11,94.46,161.13,56.57,41.16,49.075,34.78,82.03,104.77,117.75,114.87,64.36,48.7,85.87,77.55,86.16,,4/17/2015,125.54,78.25,150.85,83.49,28.26,109.33,107.59,49.61,197.77,112.74,161.37,32.53,99.34,63.2,40.42,95.15,164.45,57.35,41.7,49.575,34.92,82.95,107.23,120.82,116.52,65.08,49,88.46,79.03,87.07,,4/17/2015,12699664,4358838,1094503,1396261,12706743,2092292,2545883,1652625,933762,1894162,1289903,9852915,3074643,5121082,4364333,1929813,1028075,3882328,14571970,2157958,7777034,3295571,1266731,1264559,1481327,2364641,5073159,2719053,3252663,4399259
2015-04-20,124.75,77.32,149.6,83.28,27.915,109.11,106.69,49.66,197.35,112.1,160.67,32.47,99.58,62.84,40.3,94.88,161.71,56.88,41.615,49.275,35.04,82.53,105.4,118.71,115.11,64.52,48.9,86.96,77.88,86.93,,4/20/2015,128.12,77.85,153.54,84.75,28.63,111.71,108.5,50.2,199.59,113.69,166.63,32.78,100.88,63.52,40.9,96.26,165.36,58,43.165,50.16,35.235,83.98,107.02,120.25,117.12,65.2,49.48,88.21,78.82,88.1,,4/20/2015,125.19,76.96,151.06,83.93,28.16,109.56,107.32,49.7,197.935,112.7,161.9,32.53,100.05,63.14,40.41,95.08,162.73,57.4,41.68,49.52,34.94,82.8,105.85,118.07,115.9,64.58,49.05,86.87,78.02,87.1,,4/20/2015,125.57,77.45,151.3,84.06,28.16,109.63,107.86,49.79,199.19,113.11,162.1,32.62,100.37,63.27,40.48,95.16,163,57.52,41.72,49.59,35.01,83.13,106,119.76,116.15,64.94,49.17,87.51,78.5,87.27,,4/20/2015,12969452,1515365,675797,873762,6852157,2471171,3543997,1441330,461573,1424693,1330766,7055453,1736180,2700694,2931460,1130079,817900,2049987,12562745,1686080,4070176,2162042,953983,985904,1071009,1355517,4014573,2200291,3057761,3746233
2015-04-21,127.6,77.23,152.67,84.6,28.48,110.29,108.22,50.09,198.1,112.86,166.16,32.73,100.21,63.24,40.66,96.18,164.51,57.61,42.905,49.995,35.01,82.87,106.14,118.58,116.51,64.72,49.38,87.12,78.14,87.24,,4/21/2015,128.19,77.79,154.09,84.92,28.915,110.7,108.99,50.15,199.5,113.98,167.37,32.96,100.99,63.6,40.98,96.55,165.7,58.03,43.15,50.425,35.4,83.8,105.23,119.62,119,65.83,49.4,88.24,78.74,87.55,,4/21/2015,126.67,77.245,152.01,83.62,28.67,109.31,107.59,49.22,196.58,112.51,164.05,32.29,100.17,62.135,40.54,94.55,163.64,57.41,42.53,49.86,34.81,82.91,101.56,118.82,116.13,64.99,48.46,86.92,77.91,86.69,,4/21/2015,128.02,77.4,153.92,84.66,28.74,110.29,108.99,50.09,198.97,113.93,166.16,32.95,100.83,63.35,40.67,96.19,165.65,57.96,42.99,50.4,35.18,83.44,104.7,119.14,119,65.05,49,87.28,78.73,87.5,,4/21/2015,7914373,1161407,713167,1189369,6950940,1639666,1656738,1355278,374392,1041581,1947047,4778123,1688216,3314653,4232500,1424711,522380,2216172,8029531,1670036,4654086,2072679,965311,695402,939444,4625707,8082062,1209031,1670871,2725142
2015-04-22,126.91,77.28,153.33,83.92,28.69,109.73,107.68,49.65,196.84,113.17,164.26,32.43,100.3,62.31,40.78,94.87,164,57.66,42.635,50.145,34.89,83.08,101.88,119.28,116.95,65.35,49.17,87.09,78.03,86.88,,4/22/2015,128.87,78.65,152.98,84.93,28.79,110.42,108.23,50.26,199.12,113.14,165.99,32.72,100.8,63.15,41.5,99.35,164.89,57.88,43.125,50.195,35.09,83.34,102.19,119.94,117.39,69.98,49.685,87.2,78.635,87.8,,4/22/2015,126.32,77.18,148.85,83.1,28.425,109.23,106.97,49.22,196.6,112.2,162.89,32.04,99.96,62.03,41.07,96.24,162.57,57.32,42.555,49.65,34.835,82.6,100.83,117.18,115.74,66,49.32,86.61,77.56,86.36,,4/22/2015,127,77.37,152.5,84.13,28.79,110.05,108.02,49.37,197.9,113.09,164.39,32.41,100.63,62.61,41.5,97,163.81,57.62,42.71,50.15,34.89,83.1,101.84,119.54,116.81,66.01,49.45,87.04,77.82,86.95,,4/22/2015,10170492,1465243,1282415,1470748,5103423,1552570,1268719,2735649,476410,1759826,864458,6561302,1724436,4087857,5416899,3323450,599566,2513547,6962871,1158200,3490073,1837919,851075,841241,670273,3004994,4055134,1142099,2611152,2750560
2015-04-23,128.62,78.44,151.19,84.87,28.62,109.5,107.94,50.02,198.32,112.99,165.36,32.7,100.43,62.94,41.31,97.84,164.67,57.69,42.985,50.075,34.93,83.09,102.02,117.81,116.96,68.01,49.57,87.02,78.43,87.46,,4/23/2015,130.41,78.36,150.81,87.5,28.815,110.64,109.9,51.4,200.49,114.5,171.9,32.41,100.82,63.2,41.41,97.51,161.43,57.84,43.61,50.8,35.4,82.1,103.99,118.58,117.9,68.18,50.2,87.25,79.53,88.38,,4/23/2015,128.15,77.74,149.73,83.85,28.2,109.6,107.83,50.12,197.64,112.79,165.22,32.03,99.91,62.6,40.93,96.565,158.61,57.035,42.8,49.775,34.825,80.901,101.35,116.96,116.1,67.52,49.46,86.25,78.22,87.45,,4/23/2015,128.45,78,150.58,87,28.44,109.92,108.06,50.93,197.9,112.91,165.4,32.05,100.53,62.65,41.2,97.34,159.48,57.47,42.89,49.775,34.91,81.42,101.35,117.37,116.42,68,49.64,86.89,78.26,87.46,,4/23/2015,11433051,1332788,848459,3132564,7231723,1565993,1559774,2696305,387547,1153738,1565550,7368128,2046456,3279694,5686586,1587673,1405856,2405630,12963754,1752236,5019083,2894241,842661,1004559,735903,1529547,4739730,1035966,1796123,3695702
2015-04-24,129.67,78.15,149.87,84.79,28.675,109.97,109,51,199.31,113.96,170.24,32.35,100.46,62.8,40.95,97,159.66,57.51,43.34,50.555,35.36,80.95,103.48,118.26,117.26,67.72,50.05,86.69,79.18,87.54,,4/24/2015,130.625,78.3,149.81,85.17,29.28,110.03,110.47,51.42,198.96,114.01,170.85,32.48,101.52,62.84,41.12,99.075,159.66,58.19,48.14,50.635,35.39,81.53,104.22,119.08,117.67,68.15,50.26,87.16,80.05,87.36,,4/24/2015,129.23,77.77,148.03,84.03,28.67,109.04,109.19,50.69,197.52,112.9,168.75,32.025,100,62.34,40.81,96.85,157.88,57.51,45.66,50.105,35.05,80.9,102.76,118.02,116.07,67.31,49.83,85.84,79.28,86.66,,4/24/2015,130.5,78.14,149.52,84.7,29.17,109.59,109.54,51.15,198.59,113.88,170.24,32.47,100.07,62.6,41,97.14,159.63,57.89,45.67,50.21,35.25,80.9,103.39,118.26,117.26,67.99,49.91,87.16,79.35,87.32,,4/24/2015,10597005,976440,963544,1543749,8918430,1530649,1727078,1978010,329310,944230,747508,5659463,2056909,2906339,3293005,1737118,961411,2958906,36550461,1412972,6520938,2383906,663704,846721,1465857,3160044,5468923,2123995,1792876,2362727
2015-04-27,130.28,77.99,148.4,84.6,28.82,109.87,109.53,51.12,197.99,113.7,169.78,32.08,101.08,62.6,40.89,98.74,158.99,57.6,47.87,50.475,35.27,81,103.95,118.69,116.16,67.48,50.03,85.98,79.84,86.97,,4/27/2015,133.12,77.96,148.72,85.94,29.025,110.74,111.66,51.9,199.29,114.01,171.49,32.69,101.6,63.15,41.15,98.94,160.05,58.03,48.12,51,35.46,81.19,105.4,119.41,116.81,68.35,50.33,86.69,79.85,87.6,,4/27/2015,131.16,77.04,147.72,84.41,28.72,109.55,110.08,51.22,196.38,111.28,170.31,32.08,100.47,62.315,40.79,96.26,157.82,56.88,47.26,50.39,34.425,80.48,103.06,116.07,115.71,66.94,50.02,85.66,79.3,86.76,,4/27/2015,132.39,77.81,148.53,84.88,28.82,110.32,111.45,51.4,198.99,113.96,170.89,32.11,101.16,62.65,41.03,98.74,159.81,57.78,47.26,50.635,35.3,81,105.27,119.25,116.71,68.33,50.09,86.69,79.83,87.56,,4/27/2015,21940257,2006687,920752,1462895,8263279,1493082,2269337,1712854,420912,1708967,645053,6258122,4100304,3644579,2674346,2486413,1273514,3273305,17376332,1356176,9501091,2471653,788800,1546704,1298580,2187887,3609440,1235195,1991614,2929893
2015-04-28,132.65,77.49,147.8,85.33,28.89,109.7,110.16,51.47,196.52,111.39,170.73,32.5,100.58,62.34,40.83,96.44,157.98,57.1,48.03,50.47,34.59,80.6,103.33,116.24,115.74,67.1,50.08,86.12,79.37,87.01,,4/28/2015,134.54,77.73,148.2,86.22,29.325,111.24,111,51.835,197.54,111.76,174.68,33.04,100.94,62.78,40.94,96.89,158.35,60.48,49.2,50.335,34.88,80.81,104.31,117.74,116.24,67.47,50.63,86.15,79.4,87.86,,4/28/2015,129.57,76.95,146.03,84.5,28.77,109.66,108.89,50.76,194.42,110.05,170.03,32.23,99.32,61.77,40.6,95.79,156.19,59.22,47.71,49.61,34.15,80.195,102.74,114.3,114.95,66.41,50.08,85.43,78.78,87.05,,4/28/2015,134.48,77.67,147.77,85.42,28.8,110.4,110.54,51.31,196.01,110.78,170.83,32.26,100.35,62.5,40.94,96.27,157.83,60.23,47.81,50.155,34.69,80.7,103.1,116.81,115.09,67.25,50.37,85.84,79.31,87.27,,4/28/2015,25553995,1339730,866227,1546639,6918531,1693107,1940582,1548880,489741,1442605,1045017,9354536,2155027,3333619,3082878,1169800,1323305,6063669,16734090,1951414,11457029,2173454,748951,1053677,905658,1138064,3605636,852690,1763112,2723071
2015-04-29,130.56,77.49,147.51,86.2,29.32,111.12,109.92,51.82,197.49,110.58,173.92,33.02,100.74,62.76,40.77,96.83,158.33,59.98,49.155,49.93,34.48,80.42,103.68,117.59,116.08,66.77,50.55,86.08,79.1,87.8,,4/29/2015,131.59,77.47,147.45,87.92,29.24,111.99,110.37,51.92,199.71,110.17,175.11,32.99,100.61,63.89,40.75,97.66,157.91,60.43,49.31,50.245,34.46,80.31,103.46,117.14,116.23,68.46,50.61,85.84,78.76,88.07,,4/29/2015,128.3,77,145.9,85.56,28.905,110.68,109.27,51.16,195.83,108.07,172.8,32.55,99.9,62.46,40.405,96.08,156.18,59.23,48.5,49.63,33.95,79.73,102.22,112.05,115.17,66.8,50.145,84.26,77.79,86.96,,4/29/2015,130.27,77.15,147.1,85.57,29.07,110.9,109.66,51.19,196,110.03,173.4,32.58,100.51,62.56,40.69,96.7,157.49,59.3,48.68,49.745,34.13,80,103.19,116.43,115.56,66.83,50.3,85.34,78.62,87.45,,4/29/2015,12814609,918239,927473,1639146,7116571,1820096,1523942,1425866,545999,1530409,883000,6509555,1880323,4250097,2586552,1363626,1157548,3921429,14034188,1600174,10268410,2400663,772206,1359811,894862,2493068,2737153,1249738,2485291,3252199
2015-04-30,128.64,77.16,146.15,87.5,29.05,111.73,109.81,51.61,198.56,108.71,174.4,32.885,100.39,63.6,40.49,97.02,156.97,59.68,49.06,50.085,34.29,79.85,102.85,113.61,115.38,67.34,50.47,84.57,77.88,87.87,,4/30/2015,127.88,77.68,145.91,87.29,29.01,112.17,110.17,51.66,199.75,109.21,174.25,32.84,100.15,63.87,40.58,97.37,157.91,60.14,49.535,50.24,34.22,80.15,102.96,114.29,115.55,67.5,50.65,84.5,78.47,88.61,,4/30/2015,124.58,77,142.75,86.24,28.685,110.44,107.69,50.88,195.4,106.63,170.38,32.3,98.77,62.92,40.285,96.42,156.02,59.25,48.6,49.235,33.715,79.07,100.76,111.12,113.29,65.42,50.235,82.64,77.59,87.22,,4/30/2015,127.48,77.01,145.27,86.86,28.87,112,109.68,51.54,198.4,108.56,173.77,32.6,99.85,63.54,40.37,96.57,156.82,59.64,48.72,49.875,34.1,79.86,102.67,113.53,114.93,67.2,50.34,84.2,77.83,88.5,,4/30/2015,20036943,1718667,1102093,1715926,8901711,2052131,2405963,1646770,767156,3046666,1303733,6015584,3052111,4557935,3781101,2142396,1241467,3501885,19791842,1888452,7315889,3184287,852431,1509225,1113542,3475511,4565509,2065390,2629992,4101313
